时间,标题,内容,记者
2021年10月13日,"
美国告诫中国不要对台湾施压
",美军官员星期二警告说，中国对台湾的无情打压只会增加发生误判和意外战斗的机会... 五角大楼指责北京加剧台海的紧张局势，并告诫说，“挑衅”战术可能造成相反结果... 五角大楼新闻秘书柯比对记者说，“中华人民共和国加紧恐吓并压迫台湾和其他伙伴与盟友，包括在台湾附近、东中国海和南中国海加紧从事军事活动... 中国日趋公开推动两岸统一与希望保持台湾自治的台湾领导人爆发激烈的言辞交锋... , 塞尔丁
2021年10月13日,"
从技术事实上讲，中国军机没有侵入台湾领空
",台湾国防部在当日报告此事件的 声明 中使用了“西南空域”一词，英语版使用了ADIZ这一缩写... 中国战机的这一新记录比上一次在 6月15日 创下的单日纪录翻了一番，当时中国派出28架战机在台湾附近飞行... 那一记录在随后的几天... 但根据 《台湾关系法》 ，“美国将使台湾能够获得数量足以使其维持足够的自卫能力的防卫物资及技术服务... 该伙伴关系将帮助澳大利亚部署一支核动力潜艇舰队... , 埃科尔斯
2021年10月12日,"
台海紧张局势升级，美对台“战略模糊”是去是留？
",台湾总统蔡英文在今年的双十国庆讲话上表示，台湾不会屈服于中国的压力，走中国设定的路径，回应了中国领导人习近平一天前要统一台湾，实行“一国两制”的宣示。最近几周以来，破纪录数量的中国军机进入台湾防空识别区，引发对台湾海峡紧张局势的担忧。多年来，美国在这片地区的军事策略一直保持着战略模糊，也就是不清楚表明，如果中国向台湾发动进攻，美国会如何反应。,
2021年10月11日,"
台湾陆委会反击北京对蔡英文国庆演说的“批判污蔑”
",台湾行政院大陆委员会星期天（10月10日）晚发表声明，反驳中国国务院... 蔡英文当天在台北举行的双十国庆典礼演说中谈到两岸关系时表示，“我们的善意不变、承诺不变，维持现状就是我们的主张，我们也会全力阻止现状被片面改变... 台湾陆委会随后发表声明，将北京国台办对蔡英文国庆演说的指责与抨击描述为“毫无建设性的归责及批判污蔑”，“只会加深两岸隔阂与认知差距，无助良性互动发展... , 松仁
2021年10月11日,"
蔡英文“双十”演讲如何影响两岸关系？
",对于蔡英文总统的双十演讲，台湾各界做何解读？在台海紧张局势升级的情况下，蔡英文的演讲会起到怎样的作用？,
2021年10月11日,"
美国观察(2021年10月11日)
",台湾在10月10日举行了双十庆典，台湾总统蔡英文以“共识化分歧，团结守台湾”为题发表演说，其中涉及两岸关系的部分引发关注；美国贸易代表戴琪上周五同中国国务院副总理刘鹤举行视频通话，审视美中经贸协议的执行情况，并就某些悬而未决的问题进行磋商；美国参议院上周四通过一项短期法案，暂时提高了联邦政府的债务上限，确保财政部可以履行支付义务直至12月3日。这场持续了数周的债务上限危机背后有怎样的政治博弈？,
2021年10月11日,"
VOA卫视美国观察 台湾总统蔡英文发表双十演讲，提出四个坚持；美国贸易代表戴琪同中国国务院副总理刘鹤举行视频通话；美国会提高债务上限，危机暂缓
",台湾在10月10日举行了双十庆典，台湾总统蔡英文以“共识化分歧，团结守台湾”为题发表演说，其中涉及两岸关系的部分引发关注；美国贸易代表戴琪上周五同中国国务院副总理刘鹤举行视频通话，审视美中经贸协议的执行情况，并就某些悬而未决的问题进行磋商；美国参议院上周四通过一项短期法案，暂时提高了联邦政府的债务上限，确保财政部可以履行支付义务直至12月3日。这场持续了数周的债务上限危机背后有怎样的政治博弈？,
2021年10月11日,"
台湾庆双十国庆，蔡英文演说：“四个坚持”不向中国屈服
",台湾周日(10月10日)举行双十国庆，总统蔡英文以“共识化分歧，团结守台湾”为题发表演说。对于两岸关系，她提出“四个坚持”和两岸平等对话。在中共近期大幅派遣军机侵台、升高威吓的前提下，蔡英文强调，台湾不冒进，但会展现自我防卫的决心，更说“没有人能逼迫我们走向中国设定的路径”。分析人士认为，台湾若持续走在“抗中保台”的路线，未来中国的文攻武吓也恐成常态。,
2021年10月10日,"
台湾庆双十国庆，蔡英文演说：“四个坚持”不向中国屈服
",台湾周日(10月10日)举行双十国庆，总统蔡... 马晓光说：“民进党当局勾连外部势力，挟洋自重，疯狂谋‘独’挑衅…是两岸关系紧张动荡的根源，是台海地区和平稳定的最大威胁... 所以在这个情况下的话，两岸基本上从一九九二年所累积的政治互信基础，其实已经彻底的瓦解，所以关键不在于蔡英文要主张什么，关键在于两岸之间，可不可能找到大家比较可以妥协的一个方案，但是目前完全看不到... , 顾展珑
2021年10月10日,"
美军传驻台秘训台军 中国反弹，学者:中共武吓效应
","《华尔街日报》揭露，美国海军陆战队秘密在台训练台湾部队后，中国外交部发言人周四(10月8日)晚随即反弹... 美军秘训举措 赵立坚:危害中美关系
对此传闻，美国跟台湾官方都拒绝置评... 赵立坚说: “美方应充分认清涉台问题的高度敏感性和有关问题的严重危害性，恪守一个中国原则和中美三个联合公报规定，停止售台武器和美台军事联系，以免严重损害中美关系和台海和平稳定... ", 文东
2021年10月10日,"
蔡英文：台湾不会屈服，走中国设定的路径
",台湾总统蔡英文星期天（10月10日）表示，台湾人民绝... 她期待两岸关系能够和缓... 蔡英文在展现台湾人民绝不屈服于中国压力和威吓的同时，也强调，“两岸解决分歧，必须透过平等对话... 她说：“在两岸关系的立场上，我们的善意不变、承诺不变，维持现状就是我们的主张，我们也会全力阻止现状被片面改变... 自从蔡英文2016年上台后，北京切断了前总统马英九执政8年期间两岸官方和半官方的联系... , 美国之音
2021年10月10日,"
台北街头采访：台湾需要美国的军事协助吗？
",美国国会参众两院两党议员呼吁拜登政府结束美国常年对台所奉行的“战略模糊”政策，称这将对中国以武力攻台的企图有“镇静效果”。议员认为，台海两岸已成为美中爆发冲突的潜在热点，增加美军在该地区的存在有其必要性。美国之音记者在台北街头随机采访，有受访者表示“台湾需要美国的军事的协助”。,
2021年10月10日,"
纽约时报：美国与中国可能因台湾问题进入危险地带
",纽约时报在星期六（10月9日）刊登的一篇报道指出，由于近年来美中两国关系急剧恶化，双方战略竞争日趋激烈，而台湾又夹杂在美中对抗的中心和第一线，因此很多美国两岸问题专家和处理过两岸事务的前政府官员，对两岸大战、甚至美中因台湾而爆发大战忧心忡忡... 尽管美国依照台湾关系法，持续向台湾提供其防卫所需的武器装备，但是不论在数量还是在质量上，都无法追上解放军整军备战的步伐... , 松仁
2021年10月9日,"
澳前总理阿博特呼吁世界声援台湾，痛批北京好战
",澳大利亚前总理阿博特（Tony Abbott）在台湾的一场公开演讲中严厉抨击北京霸凌，并强烈呼吁各国支持台湾... “现在没有什么比声援台湾更为紧迫的事了，”阿博特说... 他认为中国驻澳大利亚大使馆公布了有关双边关系的14项要求，基本上就是“要求我们成为一个朝贡国，而这是任何一个有自尊心的国家都无法接受的... 中华人民共和国1949年建政以来，两岸一直分离分治，互不隶属... , 松仁
2021年10月9日,"
台湾总统府：台湾的未来掌握在人民手中
",台湾星期六表示，台湾的未来由台湾人民决定，以此回应中国国家主席习近平“以和平方式实现祖国统一”的宣示... 台湾主管两岸事务的陆委会也发表书面声明说，中共否定辛亥革命成功与中华民国存在的事实，是片面扭曲历史事实... 陆委会的声明说，中国提出的“一国两制”、“一中原则”的“九二共识”等矮化台湾的前提，以武力威胁台湾接受其错误政治主张与两岸终局，都已遭到台湾民众的明确拒绝... ,
2021年10月9日,"
支持美军驻台协训 美两党议员呼吁结束对台战略模糊
",美国国会参众两院两党议员呼吁拜登政府结束美国常年对台所奉行的“战略模糊... 中国解放军近日对台湾连续展开的军事举措将两岸安全问题置于全球镁光灯之下，也引发美国行政和立法部门强烈担忧... 的做法的一部分，中国认为这些都应该隶属于他们的管辖之下，这就是为什么强化我们与台湾的关系如此重要，”梅嫩德斯说，“这就是为什么我们要向中国发出一个信息，那就是我们不会允许香港发生的... , 李逸华
